Province/State,Country,date,pop,temperature,humidity,confirmed,deaths,recovered
Alaska,US,12/3/2020,731545,-12,62,0,0,0
Arizona,US,12/3/2020,7278717,18,83,9,0,1
Arkansas,US,12/3/2020,3017825,22,91,6,0,0
California,US,12/3/2020,39512223,23,65,221,4,6
Colorado,US,12/3/2020,5758736,8,56,45,0,0
Connecticut,US,12/3/2020,3565287,10,69,5,0,0
Delaware,US,12/3/2020,973764,12,76,1,0,0
Florida,US,12/3/2020,21477737,28,67,35,2,0
Georgia,US,12/3/2020,10617423,23,85,31,1,0
Hawaii,US,12/3/2020,1415872,24,73,2,0,0
Idaho,US,12/3/2020,1787147,-1,82,0,0,0
Illinois,US,12/3/2020,12671821,13,91,32,0,2
Indiana,US,12/3/2020,6732219,15,84,13,0,0
Iowa,US,12/3/2020,3155070,12,76,16,0,0
Kansas,US,12/3/2020,2913314,18,72,1,0,0
Kentucky,US,12/3/2020,4467673,19,87,10,0,0
Louisiana,US,12/3/2020,4648794,26,86,19,0,0
Maine,US,12/3/2020,1344212,6,65,0,0,0
Maryland,US,12/3/2020,6045680,14,78,12,0,0
Massachusetts,US,12/3/2020,6949503,11,59,108,0,1
Michigan,US,12/3/2020,9986857,11,82,2,0,0
Minnesota,US,12/3/2020,5639632,2,90,9,0,0
Mississippi,US,12/3/2020,2976149,26,79,1,0,0
Missouri,US,12/3/2020,6137428,18,88,1,0,0
Montana,US,12/3/2020,1068778,-3,82,1,0,0
Nebraska,US,12/3/2020,1934408,11,61,10,0,0
Nevada,US,12/3/2020,3080156,15,40,14,0,0
New Hampshire,US,12/3/2020,1359711,7,74,6,0,0
New Jersey,US,12/3/2020,8882190,11,67,29,1,0
New Mexico,US,12/3/2020,2096829,16,60,5,0,0
New York,US,12/3/2020,19453561,7,79,328,0,0
North Carolina,US,12/3/2020,10488084,20,85,15,0,0
North Dakota,US,12/3/2020,762062,2,58,1,0,0
Ohio,US,12/3/2020,11689100,15,83,5,0,0
Oklahoma,US,12/3/2020,3956971,25,58,2,0,0
Oregon,US,12/3/2020,4217737,14,60,24,0,0
Pennsylvania,US,12/3/2020,12801989,12,79,22,0,0
Puerto Rico,US,12/3/2020,3193694,27,77,0,0,0
Rhode Island,US,12/3/2020,1059361,10,73,5,0,0
South Carolina,US,12/3/2020,5148714,25,75,12,0,0
South Dakota,US,12/3/2020,884659,6,66,8,1,0
Tennessee,US,12/3/2020,6833174,21,90,18,0,0
Texas,US,12/3/2020,28995881,27,81,27,0,0
Utah,US,12/3/2020,3205958,12,55,5,0,0
Vermont,US,12/3/2020,623989,6,83,2,0,0
Virginia,US,12/3/2020,8535519,17,87,17,0,0
Washington,US,12/3/2020,7614893,3,80,442,31,1
West Virginia,US,12/3/2020,1792065,18,77,0,0,0
Wisconsin,US,12/3/2020,5822434,8,91,8,0,1
Wyoming,US,12/3/2020,578759,-1,80,1,0,0
,Zimbabwe,12/3/2020,16530000,29,68,0,0,0
Greenland,Denmark,12/3/2020,56770,-39,100,0,0,0
,Mongolia,12/3/2020,3278290,-8,69,1,0,0
Australian Capital Territory,Australia,12/3/2020,25499884,22,73,0,0,0
From Diamond Princess,Australia,12/3/2020,25499884,13,47,0,0,0
New South Wales,Australia,12/3/2020,25499884,23,65,65,2,4
Northern Territory,Australia,12/3/2020,25499884,31,74,1,0,0
Queensland,Australia,12/3/2020,25499884,24,76,20,0,8
South Australia,Australia,12/3/2020,25499884,29,38,9,0,2
Tasmania,Australia,12/3/2020,25499884,19,84,3,0,0
Victoria,Australia,12/3/2020,25499884,28,44,21,0,7
Western Australia,Australia,12/3/2020,25499884,30,50,9,1,0
,Iceland,12/3/2020,341243,-11,88,103,0,1
,Namibia,12/3/2020,2540905,29,36,0,0,0
Alberta,Canada,12/3/2020,37742154,-7,85,19,0,0
British Columbia,Canada,12/3/2020,37742154,5,75,46,1,4
Grand Princess,Canada,12/3/2020,37742154,18,75,0,0,0
Manitoba,Canada,12/3/2020,37742154,-5,94,0,0,0
New Brunswick,Canada,12/3/2020,37742154,0,78,1,0,0
Newfoundland and Labrador,Canada,12/3/2020,37742154,-9,88,0,0,0
Northwest Territories,Canada,12/3/2020,37742154,-18,85,0,0,0
Nova Scotia,Canada,12/3/2020,37742154,3,76,0,0,0
Ontario,Canada,12/3/2020,37742154,2,98,42,0,4
Prince Edward Island,Canada,12/3/2020,37742154,-6,86,0,0,0
Quebec,Canada,12/3/2020,37742154,-11,90,9,0,0
Saskatchewan,Canada,12/3/2020,37742154,-9,87,0,0,0
French Guiana,France,12/3/2020,298682,37,61,5,0,0
,Guyana,12/3/2020,786552,36,69,1,1,0
,Suriname,12/3/2020,586632,37,61,0,0,0
,Mauritania,12/3/2020,4649658,24,29,0,0,0
,Kazakhstan,12/3/2020,18776707,-3,86,0,0,0
,Central African Republic,12/3/2020,37742154,37,45,0,0,0
,Gabon,12/3/2020,2225734,34,80,0,0,0
,Russia,12/3/2020,145934462,0,97,28,0,3
,Bolivia,12/3/2020,11673021,38,51,2,0,0
,Norway,12/3/2020,5421241,-3,83,702,0,1
,Oman,12/3/2020,5106626,30,34,18,0,9
,Saudi Arabia,12/3/2020,34813871,28,16,45,0,1
,Argentina,12/3/2020,45195774,35,39,19,1,0
,Algeria,12/3/2020,43851044,28,26,24,1,8
,Finland,12/3/2020,5540720,2,98,59,0,1
,New Zealand,12/3/2020,4822233,18,71,5,0,0
,Paraguay,12/3/2020,7132538,41,35,5,0,0
,Bhutan,12/3/2020,771608,14,73,1,0,0
,Uruguay,12/3/2020,3473730,39,41,0,0,0
,Brazil,12/3/2020,212559417,29,89,52,0,0
Diamond Princess,Cruise Ship,12/3/2020,3500,13,47,696,7,325
,Somalia,12/3/2020,15893222,38,61,0,0,0
,Sudan,12/3/2020,43849260,40,13,0,0,0
,Sweden,12/3/2020,10099265,1,90,599,1,1
,Zambia,12/3/2020,18383955,26,86,0,0,0
,Chile,12/3/2020,19116201,31,50,23,0,0
,Peru,12/3/2020,32971854,37,69,15,0,0
,Latvia,12/3/2020,1886198,7,80,10,0,1
,Estonia,12/3/2020,1326535,5,87,16,0,0
,Venezuela,12/3/2020,28435940,38,44,0,0,0
,Kyrgyzstan,12/3/2020,6524195,-8,81,0,0,0
Diamond Princess,US,12/3/2020,331002651,13,47,46,0,0
District of Columbia,US,12/3/2020,331002651,15,76,10,0,0
Grand Princess,US,12/3/2020,331002651,18,75,21,0,0
Virgin Islands,US,12/3/2020,331002651,26,77,0,0,0
,The Bahamas,12/3/2020,393244,23,80,0,0,0
,Congo (Brazzaville),12/3/2020,89561403,29,92,0,0,0
,Djibouti,12/3/2020,988000,28,64,0,0,0
,Lithuania,12/3/2020,2722289,8,79,3,0,0
,Colombia,12/3/2020,50882891,19,86,9,0,0
,Belarus,12/3/2020,9449323,10,75,12,0,3
,Montenegro,12/3/2020,628066,19,68,0,0,0
,South Africa,12/3/2020,59308690,28,58,17,0,0
,Equatorial Guinea,12/3/2020,1402985,31,78,0,0,0
,Iran,12/3/2020,83992949,17,17,10075,429,2959
,Guinea,12/3/2020,13132795,40,14,0,0,0
,Liberia,12/3/2020,5057681,30,78,0,0,0
,Cameroon,12/3/2020,26545863,30,79,2,0,0
,Panama,12/3/2020,4314767,33,72,11,1,0
,Afghanistan,12/3/2020,38928346,13,60,7,0,0
,Bosnia and Herzegovina,12/3/2020,3280819,17,71,11,0,0
,Bulgaria,12/3/2020,6948445,18,72,7,1,0
,Mexico,12/3/2020,128932753,26,36,12,0,4
,Eswatini,12/3/2020,1160164,28,79,0,0,0
,Tanzania,12/3/2020,59734218,25,91,0,0,0
,Ecuador,12/3/2020,17643054,22,88,17,0,0
,Ireland,12/3/2020,4937786,7,80,43,1,0
,Croatia,12/3/2020,4105267,15,68,19,0,0
,Ukraine,12/3/2020,43733762,14,61,1,0,0
,Burkina Faso,12/3/2020,20903273,40,5,2,0,0
,Tunisia,12/3/2020,11818619,22,42,7,0,0
,Uzbekistan,12/3/2020,33469203,14,29,0,0,0
,Greece,12/3/2020,10423054,19,61,99,1,0
,Brunei,12/3/2020,437479,33,81,11,0,0
,Cote d'Ivoire,12/3/2020,26378274,40,55,1,0,0
,Morocco,12/3/2020,36910560,29,36,6,1,0
,North Macedonia,12/3/2020,2083374,18,61,7,0,0
,Romania,12/3/2020,19237691,17,72,49,0,6
,Senegal,12/3/2020,16743927,41,7,4,0,1
,Honduras,12/3/2020,9904607,29,78,2,0,0
,Iraq,12/3/2020,40222493,30,18,71,8,15
,Kenya,12/3/2020,53771296,26,75,0,0,0
,Spain,12/3/2020,46754778,25,56,2277,55,183
,Cambodia,12/3/2020,16718965,38,54,3,0,1
,Malaysia,12/3/2020,32365999,33,86,149,0,26
,Costa Rica,12/3/2020,5094118,25,80,22,0,0
,Serbia,12/3/2020,8737371,20,65,19,0,0
,Egypt,12/3/2020,102334404,21,45,67,1,27
,Slovenia,12/3/2020,2078938,16,74,89,0,0
,Armenia,12/3/2020,2963243,4,68,4,0,0
,Albania,12/3/2020,2877797,21,67,23,1,0
,Cuba,12/3/2020,11326616,26,81,3,0,0
,Hungary,12/3/2020,9660351,19,71,13,0,0
,Benin,12/3/2020,12123200,42,41,0,0,0
,Austria,12/3/2020,9006398,14,84,302,1,4
,Liechtenstein,12/3/2020,38128,12,84,1,0,0
,Turkey,12/3/2020,84339067,19,48,1,0,0
,Portugal,12/3/2020,10196709,23,76,59,0,0
,Slovakia,12/3/2020,5459642,12,91,16,0,0
,Ethiopia,12/3/2020,114963588,32,45,0,0,0
,Jordan,12/3/2020,10203134,24,52,1,0,0
,United Arab Emirates,12/3/2020,9890402,28,36,85,0,17
France,France,12/3/2020,65273511,11,89,2281,48,12
French Polynesia,France,12/3/2020,65273511,27,84,0,0,0
New Caledonia,France,12/3/2020,65273511,28,78,0,0,0
Saint Barthelemy,France,12/3/2020,65273511,26,78,1,0,0
St Martin,France,12/3/2020,65273511,26,78,2,0,0
,Azerbaijan,12/3/2020,10139177,23,52,11,0,3
,Moldova,12/3/2020,4033963,18,64,3,0,0
,Poland,12/3/2020,37846611,14,72,49,1,0
,Cyprus,12/3/2020,1207359,21,63,6,0,0
Denmark,Denmark,12/3/2020,5792202,7,75,615,0,1
Faroe Islands,Denmark,12/3/2020,5792202,4,81,2,0,0
,Ghana,12/3/2020,31072940,33,63,0,0,0
,Thailand,12/3/2020,69799978,39,44,70,1,34
,Czechia,12/3/2020,10708981,14,77,94,0,0
,Indonesia,12/3/2020,273523615,34,76,34,1,2
,Togo,12/3/2020,8278724,41,37,1,0,0
Anhui,China,12/3/2020,1439323776,18,73,990,6,984
Beijing,China,12/3/2020,1439323776,12,23,435,8,334
Chongqing,China,12/3/2020,1439323776,19,74,576,6,564
Fujian,China,12/3/2020,1439323776,12,96,296,1,295
Gansu,China,12/3/2020,1439323776,-4,64,127,2,88
Guangdong,China,12/3/2020,1439323776,23,84,1356,8,1289
Guangxi,China,12/3/2020,1439323776,20,86,252,2,241
Guizhou,China,12/3/2020,1439323776,20,78,146,2,137
Hainan,China,12/3/2020,1439323776,33,81,168,6,160
Hebei,China,12/3/2020,1439323776,14,23,318,6,308
Heilongjiang,China,12/3/2020,1439323776,-7,85,482,13,441
Henan,China,12/3/2020,1439323776,21,57,1273,22,1249
Hunan,China,12/3/2020,1439323776,15,92,1018,4,999
Inner Mongolia,China,12/3/2020,1439323776,-10,71,75,1,71
Jiangsu,China,12/3/2020,1439323776,17,77,631,0,629
Jiangxi,China,12/3/2020,1439323776,14,97,935,1,934
Jilin,China,12/3/2020,1439323776,1,47,93,1,91
Liaoning,China,12/3/2020,1439323776,6,42,125,1,112
Macau,China,12/3/2020,1439323776,22,91,10,0,10
Ningxia,China,12/3/2020,1439323776,8,29,75,0,72
Qinghai,China,12/3/2020,1439323776,5,21,18,0,18
Shaanxi,China,12/3/2020,1439323776,13,27,245,2,232
Shandong,China,12/3/2020,1439323776,17,55,760,6,734
Shanghai,China,12/3/2020,1439323776,16,71,344,3,321
Shanxi,China,12/3/2020,1439323776,12,32,133,0,132
Sichuan,China,12/3/2020,1439323776,7,71,539,3,498
Tianjin,China,12/3/2020,1439323776,13,39,136,3,132
Tibet,China,12/3/2020,1439323776,2,24,1,0,1
Xinjiang,China,12/3/2020,1439323776,9,32,76,3,73
Yunnan,China,12/3/2020,1439323776,24,42,174,2,170
Zhejiang,China,12/3/2020,1439323776,14,89,1215,1,1197
,Kosovo,12/3/2020,1810463,18,66,0,0,0
,Andorra,12/3/2020,77265,15,63,1,0,1
,Guatemala,12/3/2020,17915568,25,81,0,0,0
,Nepal,12/3/2020,29136808,27,30,1,0,1
,Italy,12/3/2020,60461826,15,85,12462,827,1045
,Seychelles,12/3/2020,98347,29,71,0,0,0
,Switzerland,12/3/2020,8654622,6,80,652,4,4
,Antigua and Barbuda,12/3/2020,97929,26,77,0,0,0
,Dominican Republic,12/3/2020,10847910,27,88,5,0,0
,Nigeria,12/3/2020,206139589,38,37,2,0,0
Guadeloupe,France,12/3/2020,400124,28,76,0,0,0
,The Gambia,12/3/2020,2416668,41,11,0,0,0
,Germany,12/3/2020,83783942,11,75,2078,3,25
,Kuwait,12/3/2020,4270571,28,18,80,0,5
,Luxembourg,12/3/2020,625978,9,85,19,0,0
,Qatar,12/3/2020,2881053,26,40,262,0,0
,Jamaica,12/3/2020,2961167,29,76,2,0,0
,Trinidad and Tobago,12/3/2020,1399488,29,76,0,0,0
Bermuda,United Kingdom,12/3/2020,67886011,20,73,0,0,0
Cayman Islands,United Kingdom,12/3/2020,67886011,25,76,0,0,0
Channel Islands,United Kingdom,12/3/2020,67886011,9,67,2,0,0
Gibraltar,United Kingdom,12/3/2020,67886011,19,68,1,0,1
Isle of Man,United Kingdom,12/3/2020,67886011,5,70,0,0,0
Montserrat,United Kingdom,12/3/2020,67886011,26,78,0,0,0
United Kingdom,United Kingdom,12/3/2020,67886011,4,91,456,8,18
,Pakistan,12/3/2020,220892340,13,62,20,0,2
,Saint Lucia,12/3/2020,183627,27,76,0,0,0
,Saint Vincent and the Grenadines,12/3/2020,115000,26,78,0,0,0
Guam,US,12/3/2020,165718,27,83,0,0,0
,Vietnam,12/3/2020,97338579,28,83,39,0,16
,Sri Lanka,12/3/2020,21413249,24,68,2,0,1
,Japan,12/3/2020,126476461,11,55,639,16,118
,Martinique,12/3/2020,375265,27,76,3,0,0
Reunion,France,12/3/2020,895312,28,84,1,0,0
,Philippines,12/3/2020,109581078,28,77,52,2,2
,Belgium,12/3/2020,11589623,10,68,314,3,1
,Israel,12/3/2020,8655535,27,51,131,0,4
,India,12/3/2020,1380004385,33,29,73,1,4
Curacao,Netherlands,12/3/2020,17134872,26,79,0,0,0
Netherlands,Netherlands,12/3/2020,17134872,9,70,503,5,0
Sint Maarten,Netherlands,12/3/2020,17134872,26,78,0,0,0
,Rwanda,12/3/2020,12952218,25,86,0,0,0
,South Korea,12/3/2020,51269185,17,45,7869,66,333
,San Marino,12/3/2020,33931,16,73,69,3,0
Aruba,Netherlands,12/3/2020,106766,26,80,0,0,0
,Mauritius,12/3/2020,1271768,29,85,0,0,0
,Lebanon,12/3/2020,6825445,16,55,61,3,1
,Barbados,12/3/2020,287375,27,76,0,0,0
,Taiwan*,12/3/2020,23816775,22,79,49,1,20
Mayotte,France,12/3/2020,272815,30,73,0,0,0
,Bangladesh,12/3/2020,164689383,35,38,3,0,0
,Malta,12/3/2020,441543,16,73,6,0,0
,Maldives,12/3/2020,540544,29,72,8,0,0
,Holy See,12/3/2020,801,19,66,1,0,0
,Bahrain,12/3/2020,1701575,23,55,195,0,35
Hong Kong,China,12/3/2020,7496981,21,91,129,3,67
,Singapore,12/3/2020,5850342,32,75,178,0,96
,Monaco,12/3/2020,39242,14,84,2,0,0
,Angola,11/3/2020,29780000,23,90,0,0,0
,Cabo Verde,11/3/2020,546388,23,75,0,0,0
,Cape Verde,11/3/2020,546388,26,63,0,0,0
,Chad,11/3/2020,14900000,38,11,0,0,0
Hubei,China,11/3/2020,58500000,19,61,67773,3046,49134
,Congo (Kinshasa),11/3/2020,11860000,36,78,1,0,0
,Dominica,11/3/2020,73925,26,76,0,0,0
,East Timor,11/3/2020,1296000,27,82,0,0,0
,El Salvador,11/3/2020,6378000,36,58,0,0,0
,Eritrea,11/3/2020,4475000,25,64,0,0,0
,Fiji,11/3/2020,905502,28,89,0,0,0
,Georgia,11/3/2020,3717000,20,45,24,0,0
,Grenada,11/3/2020,107825,26,75,0,0,0
,Haiti,11/3/2020,10980000,27,75,0,0,0
,Madagascar,11/3/2020,25570000,25,84,0,0,0
,Mozambique,11/3/2020,225570000,30,91,0,0,0
,Nicaragua,11/3/2020,6218000,32,69,0,0,0
,Niger,11/3/2020,21480000,34,9,0,0,0
,Papua New Guinea,11/3/2020,8251000,22,92,0,0,0
,Syria,11/3/2020,18270000,23,37,0,0,0
,Timor-Leste,11/3/2020,1296000,27,82,0,0,0
,Uganda,11/3/2020,42860000,32,69,0,0,0
Alabama,US,11/3/2020,4903185,23,90,0,0,0
Alaska,US,11/3/2020,731545,-15,53,0,0,0
Arizona,US,11/3/2020,7278717,20,79,9,0,1
Arkansas,US,11/3/2020,3017825,17,95,1,0,0
California,US,11/3/2020,39512223,20,77,177,3,2
Colorado,US,11/3/2020,5758736,11,54,34,0,0
Connecticut,US,11/3/2020,3565287,11,48,3,0,0
Delaware,US,11/3/2020,973764,12,71,1,0,0
Florida,US,11/3/2020,21477737,27,73,28,2,0
Georgia,US,11/3/2020,10617423,24,82,23,0,0
Hawaii,US,11/3/2020,1415872,24,72,2,0,0
Idaho,US,11/3/2020,1787147,3,78,0,0,0
Illinois,US,11/3/2020,12671821,14,79,25,0,2
Indiana,US,11/3/2020,6732219,13,73,11,0,0
Iowa,US,11/3/2020,3155070,12,75,13,0,0
Kansas,US,11/3/2020,2913314,18,76,1,0,0
Kentucky,US,11/3/2020,4467673,15,85,8,0,0
Louisiana,US,11/3/2020,4648794,25,85,6,0,0
Maine,US,11/3/2020,1344212,3,72,0,0,0
Maryland,US,11/3/2020,6045680,11,66,9,0,0
Massachusetts,US,11/3/2020,6949503,11,53,95,0,1
Michigan,US,11/3/2020,9986857,7,78,2,0,0
Minnesota,US,11/3/2020,5639632,2,95,5,0,0
Mississippi,US,11/3/2020,2976149,24,87,0,0,0
Missouri,US,11/3/2020,6137428,20,76,1,0,0
Montana,US,11/3/2020,1068778,2,71,1,0,0
Nebraska,US,11/3/2020,1934408,18,63,5,0,0
Nevada,US,11/3/2020,3080156,11,63,7,0,0
New Hampshire,US,11/3/2020,1359711,5,66,5,0,0
New Jersey,US,11/3/2020,8882190,13,58,23,1,0
New Mexico,US,11/3/2020,2096829,16,57,3,0,0
New York,US,11/3/2020,19453561,5,67,220,0,0
North Carolina,US,11/3/2020,10488084,22,83,7,0,0
North Dakota,US,11/3/2020,762062,11,65,0,0,0
Ohio,US,11/3/2020,11689100,10,83,4,0,0
Oklahoma,US,11/3/2020,3956971,23,73,2,0,0
Oregon,US,11/3/2020,4217737,9,83,19,0,0
Pennsylvania,US,11/3/2020,12801989,7,75,16,0,0
Puerto Rico,US,11/3/2020,3193694,27,78,0,0,0
Rhode Island,US,11/3/2020,1059361,13,59,5,0,0
South Carolina,US,11/3/2020,5148714,24,80,10,0,0
South Dakota,US,11/3/2020,884659,12,64,8,1,0
Tennessee,US,11/3/2020,6833174,17,87,9,0,0
Texas,US,11/3/2020,28995881,27,82,21,0,0
Utah,US,11/3/2020,3205958,11,62,3,0,0
Vermont,US,11/3/2020,623989,0,79,1,0,0
Virginia,US,11/3/2020,8535519,17,83,9,0,0
Washington,US,11/3/2020,7614893,1,92,366,29,1
West Virginia,US,11/3/2020,1792065,13,90,0,0,0
Wisconsin,US,11/3/2020,5822434,6,90,6,0,1
Wyoming,US,11/3/2020,578759,6,71,0,0,0
,Zimbabwe,11/3/2020,16530000,30,62,0,0,0
Greenland,Denmark,11/3/2020,56770,-40,100,0,0,0
,Mongolia,11/3/2020,3278290,-9,89,1,0,0
Australian Capital Territory,Australia,11/3/2020,25499884,23,73,0,0,0
From Diamond Princess,Australia,11/3/2020,25499884,19,64,0,0,0
New South Wales,Australia,11/3/2020,25499884,23,68,65,2,4
Northern Territory,Australia,11/3/2020,25499884,31,76,1,0,0
Queensland,Australia,11/3/2020,25499884,25,71,20,0,8
South Australia,Australia,11/3/2020,25499884,30,46,9,0,2
Tasmania,Australia,11/3/2020,25499884,17,80,3,0,0
Victoria,Australia,11/3/2020,25499884,29,53,21,0,7
Western Australia,Australia,11/3/2020,25499884,33,40,9,1,0
,Iceland,11/3/2020,341243,-4,90,85,0,1
,Namibia,11/3/2020,2540905,30,31,0,0,0
Alberta,Canada,11/3/2020,37742154,-1,81,19,0,0
British Columbia,Canada,11/3/2020,37742154,6,79,39,1,4
Grand Princess,Canada,11/3/2020,37742154,19,73,0,0,0
Manitoba,Canada,11/3/2020,37742154,-2,96,0,0,0
New Brunswick,Canada,11/3/2020,37742154,-1,82,1,0,0
Newfoundland and Labrador,Canada,11/3/2020,37742154,-12,86,0,0,0
Northwest Territories,Canada,11/3/2020,37742154,-22,90,0,0,0
Nova Scotia,Canada,11/3/2020,37742154,6,89,0,0,0
Ontario,Canada,11/3/2020,37742154,1,93,41,0,4
Prince Edward Island,Canada,11/3/2020,37742154,0,92,0,0,0
Quebec,Canada,11/3/2020,37742154,-14,95,8,0,0
Saskatchewan,Canada,11/3/2020,37742154,1,90,0,0,0
French Guiana,France,11/3/2020,298682,37,60,5,0,0
,Guyana,11/3/2020,786552,32,71,0,0,0
,Suriname,11/3/2020,586632,35,61,0,0,0
,Mauritania,11/3/2020,4649658,26,15,0,0,0
,Kazakhstan,11/3/2020,18776707,-3,70,0,0,0
,Central African Republic,11/3/2020,37742154,41,40,0,0,0
,Gabon,11/3/2020,2225734,30,87,0,0,0
,Russia,11/3/2020,145934462,-5,96,20,0,3
,Bolivia,11/3/2020,11673021,39,45,2,0,0
,Norway,11/3/2020,5421241,-1,84,598,0,1
,Oman,11/3/2020,5106626,29,23,18,0,9
,Saudi Arabia,11/3/2020,34813871,27,17,21,0,1
,Argentina,11/3/2020,45195774,32,56,19,1,0
,Algeria,11/3/2020,43851044,25,26,20,0,0
,Finland,11/3/2020,5540720,3,94,59,0,1
,New Zealand,11/3/2020,4822233,15,79,5,0,0
,Paraguay,11/3/2020,7132538,40,31,5,0,0
,Bhutan,11/3/2020,771608,10,80,1,0,0
,Uruguay,11/3/2020,3473730,36,61,0,0,0
,Brazil,11/3/2020,212559417,28,90,38,0,0
Diamond Princess,Cruise Ship,11/3/2020,3500,19,64,696,7,325
,Somalia,11/3/2020,15893222,38,55,0,0,0
,Sudan,11/3/2020,43849260,40,12,0,0,0
,Sweden,11/3/2020,10099265,1,97,500,1,1
,Zambia,11/3/2020,18383955,27,85,0,0,0
,Chile,11/3/2020,19116201,32,52,23,0,0
,Peru,11/3/2020,32971854,36,68,11,0,0
,Latvia,11/3/2020,1886198,7,78,10,0,1
,Estonia,11/3/2020,1326535,5,92,16,0,0
,Venezuela,11/3/2020,28435940,38,46,0,0,0
,Kyrgyzstan,11/3/2020,6524195,-7,48,0,0,0
Diamond Princess,US,11/3/2020,331002651,19,64,46,0,0
District of Columbia,US,11/3/2020,331002651,13,64,10,0,0
Grand Princess,US,11/3/2020,331002651,19,73,21,0,0
Virgin Islands,US,11/3/2020,331002651,26,77,0,0,0
,The Bahamas,11/3/2020,393244,23,77,0,0,0
,Congo (Brazzaville),11/3/2020,89561403,36,78,0,0,0
,Djibouti,11/3/2020,988000,28,66,0,0,0
,Lithuania,11/3/2020,2722289,9,76,3,0,0
,Colombia,11/3/2020,50882891,18,85,9,0,0
,Belarus,11/3/2020,9449323,7,78,9,0,3
,Montenegro,11/3/2020,628066,13,63,0,0,0
,South Africa,11/3/2020,59308690,28,59,13,0,0
,Equatorial Guinea,11/3/2020,1402985,30,78,0,0,0
,Iran,11/3/2020,83992949,14,15,9000,354,2959
,Guinea,11/3/2020,13132795,39,20,0,0,0
,Liberia,11/3/2020,5057681,30,77,0,0,0
,Cameroon,11/3/2020,26545863,32,77,2,0,0
,Panama,11/3/2020,4314767,34,68,8,1,0
,Afghanistan,11/3/2020,38928346,7,82,7,0,0
,Bosnia and Herzegovina,11/3/2020,3280819,14,73,7,0,0
,Bulgaria,11/3/2020,6948445,13,78,7,1,0
,Mexico,11/3/2020,128932753,25,53,8,0,4
,Eswatini,11/3/2020,1160164,30,78,0,0,0
,Tanzania,11/3/2020,59734218,27,88,0,0,0
,Ecuador,11/3/2020,17643054,22,88,17,0,0
,Ireland,11/3/2020,4937786,8,88,43,1,0
,Croatia,11/3/2020,4105267,17,66,19,0,0
,Ukraine,11/3/2020,43733762,13,68,1,0,0
,Burkina Faso,11/3/2020,20903273,39,6,2,0,0
,Tunisia,11/3/2020,11818619,17,56,7,0,0
,Uzbekistan,11/3/2020,33469203,13,31,0,0,0
,Greece,11/3/2020,10423054,16,63,99,1,0
,Brunei,11/3/2020,437479,34,81,11,0,0
,Cote d'Ivoire,11/3/2020,26378274,37,55,1,0,0
,Morocco,11/3/2020,36910560,31,32,5,1,0
,North Macedonia,11/3/2020,2083374,13,65,7,0,0
,Romania,11/3/2020,19237691,10,76,45,0,6
,Senegal,11/3/2020,16743927,41,8,4,0,1
,Honduras,11/3/2020,9904607,30,78,2,0,0
,Iraq,11/3/2020,40222493,30,19,71,7,15
,Kenya,11/3/2020,53771296,26,75,0,0,0
,Spain,11/3/2020,46754778,25,63,2277,54,183
,Cambodia,11/3/2020,16718965,36,60,3,0,1
,Malaysia,11/3/2020,32365999,35,85,149,0,26
,Costa Rica,11/3/2020,5094118,26,70,13,0,0
,Serbia,11/3/2020,8737371,12,72,12,0,0
,Egypt,11/3/2020,102334404,30,28,60,1,27
,Slovenia,11/3/2020,2078938,15,71,57,0,0
,Armenia,11/3/2020,2963243,4,61,1,0,0
,Albania,11/3/2020,2877797,14,72,12,1,0
,Cuba,11/3/2020,11326616,27,78,0,0,0
,Hungary,11/3/2020,9660351,15,77,13,0,0
,Benin,11/3/2020,12123200,39,39,0,0,0
,Austria,11/3/2020,9006398,11,93,246,0,4
,Liechtenstein,11/3/2020,38128,9,97,1,0,0
,Turkey,11/3/2020,84339067,16,45,1,0,0
,Portugal,11/3/2020,10196709,26,68,59,0,0
,Slovakia,11/3/2020,5459642,7,97,10,0,0
,Ethiopia,11/3/2020,114963588,31,51,0,0,0
,Jordan,11/3/2020,10203134,25,44,1,0,0
,United Arab Emirates,11/3/2020,9890402,27,32,74,0,17
France,France,11/3/2020,65273511,12,93,2281,48,12
French Polynesia,France,11/3/2020,65273511,26,90,0,0,0
New Caledonia,France,11/3/2020,65273511,29,78,0,0,0
Saint Barthelemy,France,11/3/2020,65273511,26,77,1,0,0
St Martin,France,11/3/2020,65273511,25,78,2,0,0
,Azerbaijan,11/3/2020,10139177,20,64,11,0,3
,Moldova,11/3/2020,4033963,14,66,3,0,0
,Poland,11/3/2020,37846611,11,68,31,0,0
,Cyprus,11/3/2020,1207359,18,64,6,0,0
Denmark,Denmark,11/3/2020,5792202,9,76,442,0,1
Faroe Islands,Denmark,11/3/2020,5792202,5,66,2,0,0
,Ghana,11/3/2020,31072940,30,70,0,0,0
,Thailand,11/3/2020,69799978,39,41,59,1,34
,Czechia,11/3/2020,10708981,11,89,91,0,0
,Indonesia,11/3/2020,273523615,37,68,34,1,2
,Togo,11/3/2020,8278724,38,52,1,0,0
Anhui,China,11/3/2020,1439323776,17,56,990,6,984
Beijing,China,11/3/2020,1439323776,16,24,435,8,326
Chongqing,China,11/3/2020,1439323776,14,75,576,6,554
Fujian,China,11/3/2020,1439323776,18,83,296,1,295
Gansu,China,11/3/2020,1439323776,0,34,127,2,88
